	Gene	Chr	Gene Start	Gene End	nSNPs	TopSNP	TopSNP Pos	TopSNP P-Value
351	ADH6	chr4	100129564	100131448	51	rs28720149	100133181.0	0.16
352	ADH7	chr4	100348999	100351448	80	rs146772892	100354285.0	0.08549
353	ADHFE1	chr8	67371758	67380899	128	chr8_67386378_D	67386378.0	0.000375
354	ADI1	chr2	3502431	3504587	142	rs11675692	3505444.0	0.02915
355	ADIG	chr20	37209948	37217106	76	rs79860636	37226468.0	0.002809
356	ADIPOQ	chr3	186560492	186576252	124	rs7613326	186553692.0	0.03833
357	ADIPOR1	chr1	202914110	202927413	113	rs16850797	202916683.0	0.02569
358	ADIPOR2	chr12	1889313	1890133	60	rs11614639	1883689.0	3.721e-05
359	ADIRF	chr10	88728188	88730287	97	rs7897564	88725309.0	0.01211
360	ADK	chr10	76285121	76288057	17	rs10824197	76282793.0	0.0579
361	ADM	chr11	10326923	10327659	57	rs11042727	10333383.0	0.003674
362	ADM2	chr22	50920152	50921369	74	rs13056168	50926922.0	0.0007995
363	ADM5	chr19	50191920	50193832	48	rs8109314	50182697.0	9.214e-06
364	ADNP	chr20	49505584	49520853	99	rs6020827	49503973.0	0.02921
365	ADNP2	chr18	77875498	77905406	180	rs7231580	77876080.0	0.002392
366	ADO	chr10	64564515	64568238	53	rs61865880	64556134.0	0.00151
367	ADORA1	chr1	203121773	203135243	114	rs11584369	203118023.0	0.02608
368	ADORA2A	chr22	24828807	24829602	50	rs140915103	24830372.0	0.03159
369	ADORA2B	chr17	15877176	15879051	85	rs8081547	15868321.0	0.02147
370	ADPGK	chr15	73052783	73076071	102	chr15_73046415_I	73046415.0	0.0156
371	ADPRH	chr3	119300911	119306911	90	rs529650	119295128.0	0.008496
372	ADPRHL1	chr13	114079366	114103592	204	rs145208818	114104933.0	0.0006713
373	ADPRHL2	chr1	36554475	36559533	42	rs3754076	36549157.0	4.759e-05
374	ADPRM	chr17	10608216	10614547	92	rs79280605	10615765.0	0.1527
375	ADRA1A	chr8	26716630	26722922	135	rs7830143	26731706.0	0.00632
376	ADRA1B	chr5	159343789	159399551	218	rs72810113	159385285.0	0.002435
377	ADRA1D	chr20	4201328	4229721	187	rs1555316	4192823.0	0.0002504
378	ADRA2A	chr10	112836789	112840658	64	rs745557	112846298.0	0.0764
379	ADRA2C	chr4	3768124	3770251	86	rs6605359	3774241.0	0.0319
380	ADRB1	chr10	115803805	115806667	67	rs17875422	115798092.0	0.01594
381	ADRB2	chr5	148206155	148208196	108	rs13357143	148198505.0	0.02071
382	ADRB3	chr8	37821479	37823262	24	rs76348221	37818527.0	0.2163
383	ADRM1	chr20	60879214	60881790	74	rs41307205	60887691.0	0.001733
384	ADSL	chr22	40754971	40757594	22	rs182351309	40747317.0	0.001864
385	ADSS	chr1	244582195	244588216	88	rs3127459	244587066.0	0.0002414
386	ADSSL1	chr14	105212392	105213444	63	rs1132975	105222037.0	0.08428
387	ADTRP	chr6	11738765	11778992	221	rs79260876	11753144.0	0.003564
388	AEBP1	chr7	44151105	44152215	53	chr7_44153115_I	44153115.0	0.0407
389	AEBP2	chr12	19556978	19646763	584	chr12_19626323_D	19626323.0	0.0002553
390	AEN	chr15	89169842	89175512	119	rs56115715	89179555.0	0.003563
391	AES	chr19	3060949	3062232	39	rs307716	3057228.0	0.005301
392	AFAP1	chr4	7840314	7864038	244	rs73210864	7863724.0	0.02462
393	AFAP1L1	chr5	148695202	148721365	96	rs10515626	148700714.0	0.005286
394	AFAP1L2	chr10	116060274	116064892	60	rs41314501	116059095.0	0.03127
395	AFDN	chr6	168369482	168370583	65	rs585877	168375594.0	0.01739
396	AFF1	chr4	88036094	88046429	59	rs3822041	88030486.0	0.01335
397	AFF2	chrX	147800614	148082193	541	chrX_147798922_I	147798922.0	3.483e-06
398	AFF3	chr2	100726306	100759201	145	MERGED_DEL_2_12321	100762064.0	0.004139
399	AFF4	chr5	132270311	132273432	65	rs115914262	132261793.0	0.117
400	AFG1L	chr6	108844339	108847999	47	chr6_108835513_I	108835513.0	0.001533
401	AFG3L2	chr18	12358803	12360232	50	rs118006454	12369408.0	0.02042
402	AFM	chr4	74360831	74363466	64	rs4311283	74366415.0	0.04739
403	AFMID	chr17	76198801	76203133	145	rs113467187	76209279.0	0.01826
404	AFP	chr4	74319206	74321494	57	rs143536895	74329328.0	0.009905
405	AFTPH	chr2	64780009	64812679	124	rs12713521	64817256.0	0.00835
406	AGA	chr4	178361195	178363563	65	rs76491548	178360811.0	0.002212
407	AGAP1	chr2	236949394	236958475	84	rs876739	236943672.0	0.1282
408	AGAP2	chr12	58124165	58125612	36	rs112150650	58122637.0	0.009307
409	AGAP3	chr7	150836654	150841519	42	rs4725393	150829221.0	0.01653
410	AGAP4	chr10	46339713	46342774	0			
411	AGAP5	chr10	75436477	75442527	18	rs147790633	75447582.0	0.1291
412	AGAP6	chr10	51748403	51770185	10	rs72797724	51755280.0	0.008728
413	AGAP9	chr10	47192141	47222824	0			
414	AGBL2	chr11	47735864	47736439	29	chr11_47737183_I	47737183.0	0.005846
415	AGBL3	chr7	134671354	134673115	46	rs62480984	134667833.0	0.004574
416	AGBL4	chr1	49992899	50317190	448	rs6588355	50113591.0	8.402e-06
417	AGBL5	chr2	27282133	27290703	44	rs7575465	27291661.0	0.0001067
418	AGER	chr6	32151185	32151999	65	rs115051340	32161852.0	9.442e-16
419	AGFG1	chr2	228401670	228419628	135	rs7588620	228399480.0	0.002736
420	AGFG2	chr7	100153289	100162871	39	rs13245994	100162730.0	0.002172
421	AGGF1	chr5	76326280	76331883	68	rs13155649	76327570.0	0.01312
422	AGK	chr7	141348930	141352865	46	rs149055232	141358606.0	0.001379
423	AGL	chr1	100340025	100342153	93	rs11166364	100345825.0	0.1475
424	AGMAT	chr1	15898847	15911605	174	rs556258	15920454.0	0.01451
425	AGMO	chr7	15433737	15436219	133	rs12533157	15442630.0	0.003864
426	AGO1	chr1	36348809	36395211	65	rs72661621	36391964.0	1.766e-05
427	AGO2	chr8	141636583	141645645	81	rs4961278	141642392.0	1.863e-05
428	AGO3	chr1	36508864	36520863	22	rs175595	36530610.0	1.302e-05
429	AGO4	chr1	36319088	36320359	29	rs72659701	36317380.0	0.000211
430	AGPAT1	chr6	32137941	32143674	87	rs115860703	32131972.0	1.132e-17
431	AGPAT2	chr9	139571478	139581817	81	rs67516037	139591055.0	0.002216
432	AGPAT3	chr21	45391283	45401293	114	rs3737358	45391139.0	0.02694
433	AGPAT4	chr6	161564987	161570321	97	rs3822853	161555903.0	0.03321
434	AGPAT5	chr8	6605204	6615026	75	rs182797235	6596374.0	0.02658
435	AGPS	chr2	178301711	178306197	56	rs75009326	178297740.0	0.06808
436	AGR2	chr7	16842768	16844619	131	rs13238103	16854228.0	0.06087
437	AGR3	chr7	16913039	16921597	129	chr7_16920145_D	16920145.0	0.002888
438	AGRN	chr1	987365	991492	50	rs13303023	993383.0	0.01419
439	AGRP	chr16	67516473	67517716	29	rs13338993	67515312.0	0.0005674
440	AGT	chr1	230838268	230850043	166	rs1078499	230849096.0	0.005474
441	AGTPBP1	chr9	88272368	88307695	181	rs62570561	88317426.0	0.001363
442	AGTR1	chr3	148457584	148460788	83	rs116617835	148464977.0	0.02202
443	AGTR2	chrX	115301974	115306225	59	rs3736556	115302335.0	0.04096
444	AGTRAP	chr1	11807568	11814859	74	chr1_11800627_D	11800627.0	0.01618
445	AGXT	chr2	241816329	241819919	138	rs80109587	241820832.0	0.0221
446	AGXT2	chr5	35033115	35047995	140	rs13184057	35046744.0	0.02213
447	AHCTF1	chr1	247079615	247095280	88	rs7410910	247104023.0	0.04386
448	AHCY	chr20	32883234	32890481	35	rs112310554	32895324.0	0.02451
449	AHCYL1	chr1	110561053	110561712	16	rs11102047	110552099.0	0.03005
450	AHCYL2	chr7	129064567	129067061	42	rs144392818	129076611.0	0.2015
451	AHDC1	chr1	27878552	27879815	24	rs78973042	27878833.0	0.05728
452	AHI1	chr6	135813389	135818878	53	chr6_135806218_I	135806218.0	0.06729
453	AHNAK	chr11	62302559	62314305	40	rs117596185	62315817.0	0.007165
454	AHNAK2	chr14	105419873	105421739	114	rs151013711	105418504.0	0.06893
455	AHR	chr7	17375268	17379151	28	rs186556609	17370314.0	0.1108
456	AHRR	chr5	432139	435224	163	rs140908385	443864.0	0.006842
457	AHSA1	chr14	77935138	77935813	95	rs77460568	77943432.0	0.03359
458	AHSG	chr3	186330873	186335778	91	rs142457267	186329052.0	0.04338
459	AHSP	chr16	31539297	31539874	93	chr16_31548544_I	31548544.0	0.01734
460	AICDA	chr12	8756880	8759612	62	rs34835917	8752727.0	0.0008349
461	AIDA	chr1	222846715	222886552	105	rs35725247	222880167.0	0.007859
462	AIF1	chr6	31583767	31584798	93	rs114741093	31582025.0	1.687e-15
463	AIF1L	chr9	133986788	133995825	90	rs353512	133996184.0	0.007039
464	AIFM1	chrX	129281583	129299733	81	rs73225599	129279023.0	0.0332
465	AIFM2	chr10	71874530	71878107	87	rs4746963	71881866.0	0.0007697
466	AIFM3	chr22	21331161	21335644	94	rs7292968	21335559.0	0.008881
467	AIG1	chr6	143486080	143508951	81	rs191010470	143495522.0	0.01669
468	AIM2	chr1	159036105	159116886	209	rs1005857	159092138.0	0.005115
469	AIMP1	chr4	107237663	107270383	145	rs3109951	107269918.0	0.007279
470	AIMP2	chr7	6048946	6063378	169	rs142588713	6053971.0	0.0005562
471	AIP	chr11	67256806	67258124	27	rs17847842	67263144.0	0.04744
472	AIPL1	chr17	6330204	6338427	201	rs58926603	6341870.0	0.006871
473	AIRE	chr21	45710689	45718102	165	rs59189194	45701052.0	0.018
474	AJAP1	chr1	4771214	4772225	105	rs71640943	4778170.0	0.04305
475	AJM1	chr9	139738866	139741797	26	chr9_139733204_I	139733204.0	0.1144
476	AJUBA	chr14	23447820	23450795	44	rs73596443	23439725.0	0.0004699
477	AK1	chr9	130630741	130639950	85	rs138290790	130626378.0	0.001509
478	AK2	chr1	33489720	33502469	66	rs145338054	33493209.0	0.002042
479	AK3	chr9	4712974	4741227	284	rs387582	4743973.0	0.008723
480	AK4	chr1	65631614	65692112	214	rs146551445	65662464.0	0.0009531
481	AK5	chr1	78022929	78024421	67	rs7528552	78019672.0	0.01673
482	AK6	chr5	68661258	68664989	33	rs17229817	68668992.0	0.05896
483	AK7	chr14	96949318	96954612	48	rs191816224	96939729.0	0.04021
484	AK8	chr9	135736782	135739099	84	rs117742338	135737749.0	0.01435
485	AK9	chr6	109870886	109940404	350	rs77288306	109941593.0	0.01893
486	AKAIN1	chr18	5145367	5197224	252	rs8090209	5204070.0	0.02014
487	AKAP1	chr17	55193493	55198703	115	rs2269819	55193178.0	0.03564
488	AKAP2	chr9	112910807	112930686	127	rs10980236	112936707.0	0.01708
489	AKAP3	chr12	4751151	4758174	121	rs184502200	4762178.0	0.04622
490	AKAP4	chrX	49958740	49965023	27	rs17328195	49962124.0	0.01584
491	AKAP5	chr14	64933824	64936425	45	rs2045024	64937352.0	0.0006313
492	AKAP6	chr14	33205056	33243207	189	rs61981385	33219971.0	0.0007666
493	AKAP7	chr6	131481314	131540890	209	rs116886632	131518280.0	0.08562
494	AKAP8	chr19	15484527	15489972	43	rs111389458	15483906.0	0.01986
495	AKAP8L	chr19	15514129	15529799	48	rs75969655	15505079.0	0.0008838
496	AKAP9	chr7	91734990	91737243	55	chr7_91731487_D	91731487.0	0.01481
497	AKAP10	chr17	19866172	19881141	49	rs11658169	19871922.0	0.0007185
498	AKAP11	chr13	42846288	42897396	184	rs9315904	42856120.0	0.002567
499	AKAP12	chr6	151662836	151670321	103	rs113337958	151658655.0	0.02026
500	AKAP13	chr15	86290834	86292387	100	rs3169122	86291642.0	0.1443
501	AKAP14	chrX	119053746	119054679	63	rs188405916	119051508.0	0.1377
502	AKAP17A	chrX	1710517	1719196	0			
503	AKIP1	chr11	8933011	8941084	101	rs145819367	8924968.0	0.01509
504	AKIRIN1	chr1	39457167	39470053	135	rs77335069	39464977.0	0.00297
505	AKIRIN2	chr6	88410227	88411243	61	rs138310180	88402264.0	0.002188
506	AKNA	chr9	117121366	117150361	109	rs2636904	117132926.0	0.02117
507	AKNAD1	chr1	109379345	109399706	208	rs11102506	109369797.0	0.01899
508	AKR1A1	chr1	46034721	46035717	32	rs185800672	46030774.0	0.03353
509	AKR1B1	chr7	134136045	134143886	69	rs2229543	134127355.0	0.001345
510	AKR1B10	chr7	134222364	134226160	95	rs75705694	134220349.0	0.05137
511	AKR1B15	chr7	134250232	134264592	175	rs10249454	134272820.0	0.01011
512	AKR1C1	chr10	5007682	5009240	133	chr10_5013714_D	5013714.0	0.02126
513	AKR1C2	chr10	5055498	5057240	139	chr10_5045903	5045903.0	0.002275
514	AKR1C3	chr10	5147466	5149878	195	chr10_5156283_D	5156283.0	0.01203
515	AKR1C4	chr10	5237424	5238885	116	rs1334475	5248587.0	0.09926
516	AKR1D1	chr7	137776588	137783056	91	rs142611497	137770121.0	0.1094
517	AKR1E2	chr10	4881975	4889537	287	rs12571199	4888455.0	0.0211
518	AKR7A2	chr1	19634232	19638597	101	rs112443759	19626187.0	0.0004096
519	AKR7A3	chr1	19609051	19615744	133	rs12405546	19613412.0	0.002377
520	AKR7L	chr1	19597026	19597763	138	rs181355263	19600591.0	0.0282
521	AKT1	chr14	105259849	105261381	55	rs2498788	105253009.0	0.2096
522	AKT1S1	chr19	50379914	50381613	42	rs11083985	50378143.0	0.06941
523	AKT2	chr19	40788154	40789072	58	rs8110038	40796857.0	0.1668
524	AKT3	chr1	243850738	243859018	34	rs4658588	243846271.0	2.251e-07
525	AKTIP	chr16	53534129	53537142	50	rs3095571	53544993.0	0.01275
526	ALAD	chr9	116155824	116159155	73	rs818707	116149967.0	0.01972
527	ALAS1	chr3	52245467	52246523	19	rs6802320	52241835.0	1.692e-06
528	ALAS2	chrX	55035545	55046866	34	rs146624187	55027386.0	0.04997
529	ALB	chr4	74285263	74286936	66	rs7678298	74284428.0	0.01804
530	ALCAM	chr3	105269063	105272015	92	rs11717732	105268620.0	0.01222
531	ALDH1A1	chr9	75668970	75695311	90	rs80306267	75694731.0	0.001267
532	ALDH1A2	chr15	58538381	58551250	170	rs77803341	58544918.0	0.06617
533	ALDH1A3	chr15	101438264	101447435	71	rs4646671	101439353.0	0.002431
534	ALDH1B1	chr9	38392660	38398658	142	rs9987823	38394541.0	0.001724
535	ALDH1L1	chr3	125877440	125916784	265	rs185309319	125907660.0	0.0437
536	ALDH1L2	chr12	105464297	105478222	125	chr12_105465215_I	105465215.0	0.01812
537	ALDH2	chr12	112230414	112247474	53	chr12_112253572_I	112253572.0	0.001008
538	ALDH3A1	chr17	19648134	19648925	52	rs59102760	19646750.0	0.005188
539	ALDH3A2	chr17	19577396	19580908	51	chr17_19585675_D	19585675.0	0.03818
540	ALDH3B1	chr11	67789311	67792083	59	chr11_67785620_I	67785620.0	0.03008
541	ALDH3B2	chr11	67434117	67438796	59	rs2279125	67441479.0	0.04245
542	ALDH4A1	chr1	19209604	19229218	208	rs9426745	19220248.0	0.03245
543	ALDH5A1	chr6	24532237	24534036	104	rs76940868	24522624.0	4.567e-05
544	ALDH6A1	chr14	74538580	74551150	133	rs75646425	74529433.0	0.105
545	ALDH7A1	chr5	125919637	125931054	109	rs7700981	125910682.0	0.01755
546	ALDH8A1	chr6	135263630	135265373	63	rs74438115	135274172.0	0.1584
547	ALDH9A1	chr1	165652061	165667750	187	rs10918256	165677013.0	0.004371
548	ALDH16A1	chr19	49971549	49973846	82	rs4802610	49981024.0	3.922e-05
549	ALDH18A1	chr10	97396849	97416366	154	rs11188419	97421921.0	0.0004138
550	ALDOA	chr16	30080898	30081738	18	rs2071390	30081367.0	0.0007904
551	ALDOB	chr9	104187842	104192157	79	rs74547496	104182099.0	0.01754
552	ALDOC	chr17	26901996	26903909	19	rs577451	26905927.0	0.07225
553	ALG1	chr16	5135071	5137380	78	chr16_5138261_D	5138261.0	0.02443
554	ALG1L	chr3	125648117	125655882	145	rs12490608	125655891.0	0.0006685
555	ALG1L2	chr3	129812748	129832070	275	rs146467554	129822885.0	0.00949
556	ALG2	chr9	101979651	101983329	58	rs170623	101984936.0	0.0001687
557	ALG3	chr3	183962854	183966717	50	rs2668188	183970485.0	0.1532
558	ALG5	chr13	37559785	37574398	63	rs77746430	37582470.0	0.08341
559	ALG6	chr1	63893908	63902804	103	rs12023577	63902431.0	0.03591
560	ALG8	chr11	77846334	77850690	136	rs148400810	77850189.0	0.00176
561	ALG9	chr11	111739356	111742006	34	rs185545082	111735560.0	0.09427
562	ALG10	chr12	34175407	34179087	52	rs11053052	34171694.0	0.04455
563	ALG10B	chr12	38710640	38715129	82	rs147846597	38717898.0	0.1191
564	ALG11	chr13	52594704	52602885	53	rs74716206	52609567.0	0.1261
565	ALG12	chr22	50297608	50303736	148	chr22_50296193_I	50296193.0	3.485e-07
566	ALG13	chrX	111000505	111003127	11	rs5943200	111006950.0	0.1545
567	ALG14	chr1	95501376	95538430	242	rs115733833	95531645.0	0.004312
568	ALK	chr2	29509275	29542077	220	rs77756258	29548551.0	0.01035
569	ALKAL1	chr8	53447101	53477968	144	rs111457142	53460767.0	0.01977
570	ALKAL2	chr2	285938	287345	48	rs6855	277995.0	0.04105
571	ALKBH1	chr14	78158075	78170795	166	rs17825440	78161131.0	0.02113
572	ALKBH2	chr12	109530059	109531436	55	rs3890995	109533529.0	0.003612
573	ALKBH3	chr11	43940353	43941816	77	rs12365203	43941451.0	0.00439
574	ALKBH4	chr7	102099843	102105304	126	rs4336541	102095218.0	0.004508
575	ALKBH5	chr17	18109874	18113268	72	rs6502640	18122485.0	0.0009986
576	ALKBH6	chr19	36503444	36505120	39	rs2285422	36497358.0	0.006783
577	ALKBH7	chr19	6373714	6375042	104	rs58107038	6365811.0	0.1167
578	ALKBH8	chr11	107424582	107436459	102	rs583025	107418546.0	0.003841
579	ALLC	chr2	3742680	3750038	86	rs142564019	3751403.0	0.1526
580	ALMS1	chr2	73830425	73837920	67	rs6546857	73837955.0	6.804e-07
581	ALOX5	chr10	45938868	45939662	79	rs113447578	45943740.0	0.002386
582	ALOX5AP	chr13	31316472	31318533	96	rs3803277	31318308.0	0.005459
583	ALOX12	chr17	6912807	6914055	58	rs117114327	6917873.0	0.09406
584	ALOX12B	chr17	7979612	7983413	80	rs3027302	7989047.0	0.04018
585	ALOX15	chr17	4542732	4545170	79	chr17_4554656_D	4554656.0	0.004005
586	ALOX15B	chr17	7942473	7951883	164	rs77206066	7959125.0	0.06071
587	ALOXE3	chr17	7999692	8022365	171	rs7209088	8030165.0	0.01345
588	ALPG	chr2	233271552	233275424	92	rs744874	233280822.0	0.001747
589	ALPI	chr2	233320834	233323994	127	rs2573237	233311289.0	0.002138
590	ALPK1	chr4	113347661	113349267	100	rs112304732	113341096.0	0.09639
591	ALPK2	chr18	56247491	56248205	102	rs76689648	56257685.0	0.05241
592	ALPK3	chr15	85406759	85411443	90	rs12907646	85403496.0	1.372e-05
593	ALPL	chr1	21900970	21904892	151	rs4654972	21911298.0	0.000997
594	ALPP	chr2	233245948	233247319	75	rs1130335	233243586.0	0.01456
595	ALS2	chr2	202593340	202603447	115	rs6435101	202608133.0	0.03651
596	ALS2CL	chr3	46712977	46716083	81	rs140530089	46710548.0	0.07399
597	ALS2CR12	chr2	202215471	202216805	56	rs16837201	202217000.0	0.0111
598	ALX1	chr12	85673884	85695562	80	rs12425342	85693252.0	0.05404
599	ALX3	chr1	110602615	110613322	48	rs12137237	110621017.0	0.004669
600	ALX4	chr11	44281993	44331716	274	rs66716358	44330610.0	0.005214
601	ALYREF	chr17	79847176	79848881	12	rs149409706	79842909.0	0.1677
602	AMACR	chr5	33997348	34008133	94	rs2278008	33989518.0	0.1534
603	AMBN	chr4	71458011	71472596	146	rs58518660	71480286.0	0.02922
604	AMBP	chr9	116823779	116840608	154	rs66892783	116820082.0	0.1247
605	AMBRA1	chr11	46569858	46615675	64	rs11038914	46561301.0	2.733e-10
606	AMD1	chr6	111214027	111215264	79	rs112502487	111223224.0	0.007152
607	AMDHD1	chr12	96350418	96354391	119	rs182604185	96363345.0	0.04128
608	AMDHD2	chr16	2578703	2579533	1	rs71386675	2581081.0	0.4834
609	AMELX	chrX	11311532	11318881	50	rs17878486	11313948.0	0.009894
610	AMELY	chrY	6736077	6740649	0			
611	AMER1	chrX	63405996	63413166	21	rs884562	63420364.0	0.006486
612	AMER2	chr13	25743228	25746425	51	rs2298072	25739513.0	0.01014
613	AMER3	chr2	131513863	131520186	17	rs2625051	131512850.0	0.5261
614	AMFR	chr16	56448232	56458107	84	rs6499836	56453536.0	0.02067
615	AMH	chr19	2249742	2251606	82	rs77245362	2240040.0	0.0001744
616	AMHR2	chr12	53818899	53824067	54	rs36120387	53831064.0	0.0004306
617	AMIGO1	chr1	110049689	110052360	64	rs3738774	110049203.0	0.01269
618	AMIGO2	chr12	47470382	47473734	65	rs34864034	47464859.0	0.02039
619	AMIGO3	chr3	49754276	49761349	53	rs2307021	49765483.0	0.009994
620	AMMECR1	chrX	109552377	109560984	19	rs2294504	109552667.0	0.006885
621	AMMECR1L	chr2	128619210	128642434	110	rs6721274	128616001.0	0.04557
622	AMN	chr14	103396443	103396956	67	rs35626931	103400632.0	0.001112
623	AMN1	chr12	31862013	31882034	106	rs4931549	31884717.0	0.02693
624	AMOT	chrX	112023582	112065812	105	rs11795772	112017182.0	0.0214
625	AMOTL1	chr11	94597992	94599930	67	rs2399996	94599864.0	0.03762
626	AMOTL2	chr3	134090176	134093096	54	rs143146952	134093273.0	0.009629
627	AMPD1	chr1	115222309	115229620	81	rs6667218	115238982.0	0.004579
628	AMPD2	chr1	110173259	110174122	50	rs72705210	110178922.0	0.009067
629	AMPD3	chr11	10521731	10527438	102	rs76318574	10527718.0	0.05965
630	AMPH	chr7	38433669	38469655	305	rs117539513	38438217.0	0.01936
631	AMT	chr3	49459173	49459881	33	rs6784820	49450864.0	0.007556
632	AMTN	chr4	71384301	71398231	224	rs35548553	71395571.0	0.01156
633	AMY1A	chr1	104205365	104207171	0			
634	AMY1B	chr1	104237601	104238574	1	chr1_104231513_D	104231513.0	0.2683
635	AMY1C	chr1	104293027	104301312	19	rs138923510	104303287.0	0.03241
636	AMY2A	chr1	104164183	104168227	14	chr1_104162351	104162351.0	0.04573
637	AMY2B	chr1	104120008	104122156	36	rs35485650	104128466.0	0.04029
638	AMZ1	chr7	2804241	2815134	100	rs17193852	2808098.0	0.01127
639	AMZ2	chr17	66247426	66253296	96	rs144723231	66256736.0	0.007695
640	ANAPC1	chr2	112638086	112641758	103	rs4369862	112645250.0	0.01989
641	ANAPC2	chr9	140076266	140080961	46	rs9411252	140089491.0	0.04023
642	ANAPC4	chr4	25416773	25420119	102	chr4_25410156_D	25410156.0	0.01168
643	ANAPC5	chr12	121784597	121790130	63	rs10400545	121779733.0	0.005479
644	ANAPC7	chr12	110825433	110841494	132	rs28764794	110843797.0	4.68e-07
645	ANAPC10	chr4	146002811	146019287	47	rs6815519	146003087.0	0.03819
646	ANAPC11	chr17	79855995	79858131	7	rs149222046	79859653.0	0.006406
647	ANAPC13	chr3	134201583	134204545	65	rs62269522	134205957.0	0.09432
648	ANAPC15	chr11	71821635	71823308	60	rs28439119	71832457.0	0.01463
649	ANAPC16	chr10	73982890	73993587	78	rs73276919	73976471.0	0.000367
650	ANG	chr14	21156931	21162345	119	rs10146921	21148319.0	0.000121
651	ANGEL1	chr14	77275694	77292589	145	rs10133010	77286177.0	0.01588
652	ANGEL2	chr1	213181551	213188835	41	rs72745827	213197406.0	0.1542
653	ANGPT1	chr8	108296746	108307769	122	rs80032363	108307478.0	0.001495
654	ANGPT2	chr8	6365084	6420766	541	rs3020240	6424510.0	0.04155
655	ANGPT4	chr20	853401	896977	342	rs76165826	884631.0	0.006071
656	ANGPTL1	chr1	178834568	178838413	44	chr1_178836930_D	178836930.0	0.05859
657	ANGPTL2	chr9	129869203	129870323	32	rs13298677	129862996.0	1.396e-05
658	ANGPTL3	chr1	63067990	63070329	19	rs72649573	63063616.0	0.03201
